"filename", "language", "Java", "comment", "blank", "total"
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest.java", "Java", 6, 0, 3, 9
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest0.java", "Java", 7121, 0, 504, 7625
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest1.java", "Java", 6996, 0, 504, 7500
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest10.java", "Java", 7113, 0, 504, 7617
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest11.java", "Java", 7059, 0, 504, 7563
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest12.java", "Java", 7015, 0, 504, 7519
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest13.java", "Java", 7000, 0, 504, 7504
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest14.java", "Java", 7079, 0, 504, 7583
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest15.java", "Java", 7147, 0, 504, 7651
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest16.java", "Java", 7112, 0, 504, 7616
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest17.java", "Java", 7150, 0, 504, 7654
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest18.java", "Java", 7222, 0, 504, 7726
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest19.java", "Java", 7193, 0, 504, 7697
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest2.java", "Java", 7189, 0, 504, 7693
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest20.java", "Java", 7407, 0, 504, 7911
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest21.java", "Java", 7118, 0, 504, 7622
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest22.java", "Java", 7187, 0, 504, 7691
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest23.java", "Java", 7234, 0, 504, 7738
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest24.java", "Java", 7398, 0, 504, 7902
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest25.java", "Java", 2660, 0, 186, 2846
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest3.java", "Java", 7060, 0, 504, 7564
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest4.java", "Java", 6982, 0, 504, 7486
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest5.java", "Java", 7061, 0, 504, 7565
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest6.java", "Java", 6992, 0, 504, 7496
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest7.java", "Java", 6865, 0, 504, 7369
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest8.java", "Java", 7189, 0, 504, 7693
"/home/oscar/eclipse-workspace/Resultados/Randoop/Livro/03/RegressionTest9.java", "Java", 7009, 0, 504, 7513
"Total", "-", 180564, 0, 12789, 193353
