"filename", "language", "Java", "comment", "blank", "total"
"/home/oscar/eclipse-workspace/Resultados/ChatGPT/Biblioteca/03/tests.java", "Java", -69, -1, -14, -84
"/home/oscar/eclipse-workspace/Resultados/ChatGPT/Livro/01/tests.java", "Java", 63, 0, 15, 78
"Total", "-", -6, -1, 1, -6
